"Backend Name","Backend Rate","V6 Function Name"
HEDISHPNEMY2020DMS2,Default,"measure.HEDISHPNEMY2020DMS2"
"HEDISPMHP2020AntibioticAvoidBronchitis",Default,"measure.HEDISPMHP2020AntibioticAvoidBronchitis"
HEDISHPMY2020URI65Plus,Default,"measure.HEDISHPMY2020URI65Plus"
OHA2021DentalOral,alp.cln.nec.age[6-14],"measure.OHA_2021_PREVENTIVEDENTAL"
HEDISMY2021CRE2,alp.nec.age[18-64],measure.HEDIS_MY2021_CRE
HEDISHPNE2020DMSPeriod2,Default,"measure.HEDISHPNE2020DMSPeriod2"
"OHA2021TobaccoIntervention",alp.cln,measure.OHA_2021_CSP
HEDISMY2020DMS,alp.nec,"measure.HEDIS_MY2020_DMSE"
HEDISMY2020WCCB,alp.age[12-17],measure.HEDIS_MY2020_WCC
HEDISMY2020COA4,alp.cln.nec,measure.HEDIS_MY2020_COA
HEDISMY2020FUM7,Default,measure.HEDIS_MY2020_FUM
HEDISMY2021WCCA,alp.cln.age[3-11],measure.HEDIS_MY2021_WCC
"HEDISHPNE2019CDCNephropathy",Default,"measure.HEDISHPNE2019CDCNephropathy"
HEDISMY2020ABXamino,alp.clm,measure.HEDIS_MY2020_ABX
HEDISMY2021WCCB,alp.clm.age[12-17],measure.HEDIS_MY2021_WCC
"HEDISPMNI2020TelehealthAdjW15SixPlusVisits",Default,"measure.HEDISPMNI2020TelehealthAdjW15SixPlusVisits"
HEDISMY2021HFSA,ine,measure.HEDIS_MY2021_HFS
HEDISHPCNEMY2020CDC7,Default,"measure.HEDISHPCNEMY2020CDC7"
HEDISMY2021AAB,alp.cln.nec.age[0-17],measure.HEDIS_MY2021_AAB
"HEDISPMHP2019CDCA1cControlLessThan7",Default,"measure.HEDISPMHP2019CDCA1cControlLessThan7"
HEDISMY2021CRE3,alp.clm.age[18-64],measure.HEDIS_MY2021_CRE
"Hedis2016StatinAdherenceDiabetes",Default,"measure.Hedis2016StatinAdherenceDiabetes"
2021PQAPDCDIABETES,Default,"measure.PQA2021PDCDiabetes"
"HEDISPMHP2020FUM30Day6to17",Default,"measure.HEDISPMHP2020FUM30Day6to17"
HEDISMY2020ASFB,Default,"measure.HEDIS_MY2020_ASFE"
"HEDISPM2020URI65PlusInverse",Default,"measure.HEDISPM2020URI65PlusInverse"
HEDISMY2020IADTELOP,alp.clm,measure.HEDIS_MY2020_IAD
HEDISMY2020PODA,alp,measure.HEDIS_MY2020_POD
HEDISMY2021FUA30,age[13-17],measure.HEDIS_MY2021_FUA
"HEDISPM2020AODInitiationOther",Default,"measure.HEDISPM2020AODInitiationOther"
HEDISMY2021COL,alp.nec,measure.HEDIS_MY2021_COL
HEDISMY2020URI,alp.clm.inv.age[18-64],measure.HEDIS_MY2020_URI
HEDISPMNI2018ChildURI,Default,"measure.HEDISPMNI2018ChildURI"
HEDISMY2020IETBAL,alp.cln.age[18-200],measure.HEDIS_MY2020_IET
HEDISMY2020DSFA,alp.cln.age[12-17],"measure.HEDIS_MY2020_DSFE"
2021OHAPreventiveOral,alp.clm,"measure.OHA_2021_PREVENTIVEDENTAL"
"HEDISPMHP2018HypertensionBPControl",Default,"measure.HEDISPMHP2018HypertensionBPControl"
HEDISMY2021AHUT,alp.cln,measure.HEDIS_MY2021_AHU
"HEDISHP2019CDCA1cPoorControl",Default,"measure.HEDISHP2019CDCA1cPoorControl"
HEDISCERTMY2020BCS,Default,"measure.HEDISCERTMY2020BCS"
HEDISHPCNEMY2020PODB,Default,"measure.HEDISHPCNEMY2020PODB"
HEDISMY2021CISVZV,alp,measure.HEDIS_MY2021_CIS
HEDISMY2021DRRB,alp.clm.nec,"measure.HEDIS_MY2021_DRRE"
HEDISMY2021FUA7,alp.clm.nec.age[18-200],measure.HEDIS_MY2021_FUA
HEDISMY2020APM1,Default,measure.HEDIS_MY2020_APM
"HEDISPMHP2019CardioMonitoringforSchizo",Default,"measure.HEDISPMHP2019CardioMonitoringforSchizo"
HEDISMY2020HPCA,alp.clm.nec,measure.HEDIS_MY2020_HPC
HEDISMY2020PND1,Default,measure.HEDIS_MY2020_PND
HEDISMY2020APP,alp.clm.age[1-11],measure.HEDIS_MY2020_APP
HEDISMY2020ABXmiso,alp.nec,measure.HEDIS_MY2020_ABX
"HEDISPM2018AODEngagementAlcohol",Default,"measure.HEDISPM2018AODEngagementAlcohol"
HEDISMY2021HPCT,alp.clm,measure.HEDIS_MY2021_HPC
HEDISMY2020FUA30,alp.clm.age[13-17],measure.HEDIS_MY2020_FUA
HEDISMY2021DSFA,alp.cln.enc.age[65-200],"measure.HEDIS_MY2021_DSFE"
HEDISMY2020IETBOT,alp.cln,measure.HEDIS_MY2020_IET
OHA2021DentalOral,alp.age[1-5],"measure.OHA_2021_PREVENTIVEDENTAL"
HEDISMY2020AISINFL,alp.nec.age[65-200],measure.HEDIS_MY2020_AIS
"HEDISHPNE2019EdAODFollowUp7Day",Default,"measure.HEDISHPNE2019EdAODFollowUp7Day"
OHA2022AdolImmIMATD,alp.clm,measure.OHA_2022_AdolImm
HEDISMY2021FSPCC,alp.clm,measure.HEDIS_MY2021_FSP
HEDISMY2020AAP,alp,measure.HEDIS_MY2020_AAP
"HEDISPMHP2019AdultAccessToHealthServices65Plus",Default,"measure.HEDISPMHP2019AdultAccessToHealthServices65Plus"
P4P2016DMA1cPoorControl,Default,"measure.P4P2016DMA1cPoorControl"
"HEDISHPC2019BetaBlockerPostAMI",Default,"measure.HEDISHPC2019BetaBlockerPostAMI"
HEDISMY2020CDC1,alp.nec,measure.HEDIS_MY2020_CDC
"HEDISHPNE2020FUI7day18to64",Default,"measure.HEDISHPNE2020FUI7day18to64"
HEDISMY2020TRCEA,alp.clm,measure.HEDIS_MY2020_TRC
HEDISMY2020UOPC,alp.cln.nec,measure.HEDIS_MY2020_UOP
HEDISMY2020PPC2B,alp.cln.enc,measure.HEDIS_MY2020_PPC
HEDISHPCMY2020AMR5to11,Default,"measure.HEDISHPCMY2020AMR5to11"
HEDISMY2020SPDA,alp.clm.nec,measure.HEDIS_MY2020_SPD
HEDISMY2021IETAT,alp.cln.enc.age[18-200],measure.HEDIS_MY2021_IET
HEDISMY2020CISCMB10,alp.clm,measure.HEDIS_MY2020_CIS
HEDISMY2020MPTIOP,alp,measure.HEDIS_MY2020_MPT
HEDISMY2021FUI7,alp.clm.nec,measure.HEDIS_MY2021_FUI
HEDISMY2021CWP,alp.clm.nec.age[65-200],measure.HEDIS_MY2021_CWP
HEDISMY2020CRE2,alp.age[18-64],measure.HEDIS_MY2020_CRE
HEDISMY2020FUI7,alp.cln.nec,measure.HEDIS_MY2020_FUI
AMPMY2020PDC3,alp.clm.nec,measure.AMPMY2020PDC3
"HEDISHPCNE2019BetaBlockerPostAMI",Default,"measure.HEDISHPCNE2019BetaBlockerPostAMI"
"HEDISIPP2018ColorectalCancerScreening",Default,"measure.HEDISIPP2018ColorectalCancerScreening"
HEDISCERTMY2020IPUS,Default,"measure.HEDISCERTMY2020IPUS"
PCMHGenderRecorded,Default,"measure.PCMHGenderRecorded"
HEDISHPNEMY2020IMACMB1,Default,"measure.HEDISHPNEMY2020IMACMB1"
HEDISMY2021MPTIOP,alp.nec,measure.HEDIS_MY2021_MPT
HEDISMY2021IETAOT,alp.clm.nec.age[13-64],measure.HEDIS_MY2021_IET
HEDISMY2020FSPLUMP,alp.cln.nec,measure.HEDIS_MY2020_FSP
"HEDISHPNE2020ChildPrimaryCare7to19",Default,"measure.HEDISHPNE2020ChildPrimaryCare7to19"
HEDISMY2021PRSCMBA,alp.cln.nec,"measure.HEDIS_MY2021_PRSE"
HEDISHPCMY2020CDC9,Default,"measure.HEDISHPCMY2020CDC9"
HEDISMY2021ABXtet,ine,"measure.HEDIS_MY2021_ABXtet"
HEDISMY2021UOPB,Default,measure.HEDIS_MY2021_UOP
HEDISMY2021DMS,alp.nec,"measure.HEDIS_MY2021_DMSE"
HEDISMY2021WCCC,alp.nec,measure.HEDIS_MY2021_WCC
"HEDISPMHP2019DepressionResponse",Default,"measure.HEDISPMHP2019DepressionResponse"
"HEDISHPNE2019ChildPrimaryCare7to19",Default,"measure.HEDISHPNE2019ChildPrimaryCare7to19"
HEDISMY2020POD,alp.clm,measure.HEDIS_MY2020_POD
HEDISMY2021AISTD,alp.age[65-200],"measure.HEDIS_MY2021_AISE"
"HEDISPM2018PsychosocialCare12to17",Default,"measure.HEDISPM2018PsychosocialCare12to17"
"HEDISHPNE2020CervicalCancerScreenCommercial",Default,"measure.HEDISHPNE2020CervicalCancerScreenCommercial"
HEDISMY2020LBP,alp.cln.inv,measure.HEDIS_MY2020_LBP
AMPMY2020CISHEPB,alp.cln.nec,measure.AMPMY2020CISHEPB
HEDISMY2020IETBAL,alp.nec.age[13-17],measure.HEDIS_MY2020_IET
HEDISMY2020CBP,alp.nec,measure.HEDIS_MY2020_CBP
HEDISMY2021DRRB,alp.cln.nec.age[12-64],"measure.HEDIS_MY2021_DRRE"
HEDISMY2021CISCMB4,alp.nec,measure.HEDIS_MY2021_CIS
HEDISPMMY2020CDC9,Default,"measure.HEDISPMMY2020CDC9"
HEDISMY2021CRE3,alp.cln,measure.HEDIS_MY2021_CRE
HEDISCERTMY2020AAB65plus,Default,"measure.HEDISCERTMY2020AAB65plus"
HEDISMY2020PPC1,alp.cln.nec,measure.HEDIS_MY2020_PPC
"HEDISHPCNEMY2020AAP20to44",Default,"measure.HEDISHPCNEMY2020AAP20to44"
"HEDISHPNE2020DSFScreening12to17",Default,"measure.HEDISHPNE2020DSFScreening12to17"
HEDISMY2020IETBAL,age[18-200],measure.HEDIS_MY2020_IET
"HEDISHPC2018AODInitiationTotal",Default,"measure.HEDISHPC2018AODInitiationTotal"
"HedisChildhoodImmunizationStatusC2",Default,"measure.HedisChildhoodImmunizationStatusC2"
"HEDISHPCNE2020TeleHealthAdjCDCA1cTesting",Default,"measure.HEDISHPCNE2020TeleHealthAdjCDCA1cTesting"
HEDISMY2020HFSB,alp.clm,measure.HEDIS_MY2020_HFS
HEDISCERTMY2020APM2,Default,"measure.HEDISCERTMY2020APM2"
"HEDISHP2018CvdStatinAdherence",Default,"measure.HEDISHP2018CvdStatinAdherence"
"HEDISHPCNE2018CDCBPControl",Default,"measure.HEDISHPCNE2018CDCBPControl"
"HEDISPMNI2019ChildhoodImmC10",Default,"measure.HEDISPMNI2019ChildhoodImmC10"
HEDISMY2021IADINPOT,alp.nec,measure.HEDIS_MY2021_IAD
HEDISMY2020WCV,alp.age[3-11],measure.HEDIS_MY2020_WCV
"HEDISPM2018AdolescentImmC1",Default,"measure.HEDISPM2018AdolescentImmC1"
"HEDISPMNI2020AdolescentImmTdap",Default,"measure.HEDISPMNI2020AdolescentImmTdap"
OHA2021SBIRTClinical1,alp.cln.nec,"measure.OHA2021SBIRTClinical1"
"HEDISPMHP2018ColorectalCancerScreening",Default,"measure.HEDISPMHP2018ColorectalCancerScreening"
HEDISMY2021FSPTON,alp.clm.nec,measure.HEDIS_MY2021_FSP
HEDISMY2021EDU,alp.cln,measure.HEDIS_MY2021_EDU
HEDISMY2021CDC7,alp.cln.enc.inv,measure.HEDIS_MY2021_CDC
"HEDISHPC2020PharyngitisTesting",Default,"measure.HEDISHPC2020PharyngitisTesting"
"CMS147v8NIInfluenzaImmunizationDynamicDateRange",Default,"measure.CMS147v8NIInfluenzaImmunizationDynamicDateRange"
"HEDISPMHP2020AODInitiationOther",Default,"measure.HEDISPMHP2020AODInitiationOther"
HEDISPMNIMY2020IETAAL,Default,"measure.HEDISPMNIMY2020IETAAL"
"HEDISPMHP2020FUI7day65plus",Default,"measure.HEDISPMHP2020FUI7day65plus"
HEDISMY2020ABXmisc,alp.cln.enc,measure.HEDIS_MY2020_ABX
OHA2022PPC2,alp.cln.nec,measure.OHA_2022_PPC
"HEDISHPNE2020AODInitiationTotal",Default,"measure.HEDISHPNE2020AODInitiationTotal"
"CMS155v8ChildWeightAssessBMI12to17Clinical",Default,"measure.CMS155v8ChildWeightAssessBMI12to17Clinical"
"HEDISHPCNE2018MedMonitorAceArb",Default,"measure.HEDISHPCNE2018MedMonitorAceArb"
HEDISMY2020FUM7,alp.cln.enc.age[6-64],measure.HEDIS_MY2020_FUM
"CMS138v6TobaccoIntervention",Default,"measure.CMS138v6TobaccoIntervention"
HEDISMY2020IADEDAL,alp.cln.enc,measure.HEDIS_MY2020_IAD
HEDISMY2020DDE2,alp.cln.enc,measure.HEDIS_MY2020_DDE
HEDISMY2021CRE1,alp.nec.age[65-200],measure.HEDIS_MY2021_CRE
CMSACO2020NIHTN2,Default,measure.CMSACO2020NIHTN2
HEDISPMNI2020DMSPeriod2,Default,"measure.HEDISPMNI2020DMSPeriod2"
HEDISMY2021IETBOT,alp.clm.age[13-64],measure.HEDIS_MY2021_IET
"HEDISPMHP2020DSFFollowUp45to64",Default,"measure.HEDISPMHP2020DSFFollowUp45to64"
HEDISPMHPMY2020WCCA3to11,Default,"measure.HEDISPMHPMY2020WCCA3to11"
CMSACO2021NIMH118plus,Default,"measure.CMSACO2021NIMH118plus"
"HEDISHP2020AODEngagementAlcohol",Default,"measure.HEDISHP2020AODEngagementAlcohol"
HEDISMY2020MPTTEL,alp.clm,measure.HEDIS_MY2020_MPT
HEDISCERTMY2020CISCMB8,Default,"measure.HEDISCERTMY2020CISCMB8"
"HEDISPM2019AdolescentImmC1",Default,"measure.HEDISPM2019AdolescentImmC1"
HEDISHPMY2020CDC10,Default,"measure.HEDISHPMY2020CDC10"
HEDISMY2020IADTELAL,alp.clm,measure.HEDIS_MY2020_IAD
"HEDISHP2018DiabetesMonitoringforSchizo",Default,"measure.HEDISHP2018DiabetesMonitoringforSchizo"
HEDISHPCNEMY2020FUA30,Default,"measure.HEDISHPCNEMY2020FUA30"
HEDISMY2020COL,Default,measure.HEDIS_MY2020_COL
HEDISMY2020IETAAL,alp.clm.age[13-64],measure.HEDIS_MY2020_IET
"HEDISPM2020LBPAvoidanceOfImaging",Default,"measure.HEDISPM2020LBPAvoidanceOfImaging"
OHA2021CSP1,alp.cln.nec,measure.OHA_2021_CSP
HEDISPMNIMY2020CISHEPB,Default,"measure.HEDISPMNIMY2020CISHEPB"
"HEDISHPNE2019PsychosocialCare",Default,"measure.HEDISHPNE2019PsychosocialCare"
HEDISHPMY2020MPTINP,Default,"measure.HEDISHPMY2020MPTINP"
HEDISMY2020CISVZV,alp.cln.nec,measure.HEDIS_MY2020_CIS
"AZMedicaid2019EPSDTParticipationUnder1",Default,"measure.AZMedicaid2019EPSDTParticipationUnder1"
HEDISMY2020COUA,alp.cln.nec.age[18-64],measure.HEDIS_MY2020_COU
HEDISHP2020COL,Default,measure.HEDISHP2020COL
HEDISMY2021MPTINP,alp.cln,measure.HEDIS_MY2021_MPT
HEDISMY2020PRSCMB,Default,"measure.HEDIS_MY2020_PRSE"
HEDISHPNEMY2020DMS,Default,"measure.HEDISHPNEMY2020DMS"
"Hedis2017CDCA1cControlLessThan8",Default,"measure.Hedis2017CDCA1cControlLessThan8"
HEDISMY2021CISDTP,alp.nec,measure.HEDIS_MY2021_CIS
"HEDISPMNI2020PsychosocialCare6to11",Default,"measure.HEDISPMNI2020PsychosocialCare6to11"
HEDISMY2021CDC2,alp.clm.inv.age[18-64],measure.HEDIS_MY2021_CDC
HEDISPMNI2020SAA,Default,measure.HEDISPMNI2020SAA
HEDISPM2020WCCPA12to17,Default,"measure.HEDISPM2020WCCPA12to17"
HEDISMY2020PND1B,alp.cln.enc,measure.HEDIS_MY2020_PND
HEDISMY2020SMD,alp.clm.nec,measure.HEDIS_MY2020_SMD
"HEDISHPC2019AntidepressantMedManagementCont",Default,"measure.HEDISHPC2019AntidepressantMedManagementCont"
"HEDISHPC2018MetabolicMonAntipsychotics1to5",Default,"measure.HEDISHPC2018MetabolicMonAntipsychotics1to5"
HEDISMY2020PCE1,alp.cln.enc,measure.HEDIS_MY2020_PCE
HEDISMY2020COUB,alp.age[18-64],measure.HEDIS_MY2020_COU
"HEDISPMHP2020ChildPrimaryCare12Mto24M",Default,"measure.HEDISPMHP2020ChildPrimaryCare12Mto24M"
HEDISMY2020URIB,alp.cln.nec,measure.HEDIS_MY2020_URI
HEDISPMMY2020PPC2,Default,"measure.HEDISPMMY2020PPC2"
HEDISMY2021CHL,alp.cln.nec,measure.HEDIS_MY2021_CHL
HEDISMY2021SPDA,alp,measure.HEDIS_MY2021_SPD
"HEDISHPC2020TelehealthAdjADHDFollowUpInitiation",Default,"measure.HEDISHPC2020TelehealthAdjADHDFollowUpInitiation"
AMPMY2020AMR,alp.clm.nec.age[51-64],measure.AMPMY2020AMR
"HEDISHPCNE2018MedManageAsthma50Percent12to18",Default,"measure.HEDISHPCNE2018MedManageAsthma50Percent12to18"
"HEDISPMNI2018MetabolicMonAntipsychotics6to11",Default,"measure.HEDISPMNI2018MetabolicMonAntipsychotics6to11"
HEDISMY2021DDE2,alp.nec,measure.HEDIS_MY2021_DDE
HEDISMY2020FUA30,ine.age[18-200],measure.HEDIS_MY2020_FUA
HEDISMY2021IADEDOT,alp.clm.nec,measure.HEDIS_MY2021_IAD
HEDISMY2021FUH7,alp.clm.nec.age[18-64],measure.HEDIS_MY2021_FUH
"HEDISHPNE2020W15TwoVisits",Default,"measure.HEDISHPNE2020W15TwoVisits"
HEDISMY2020IETBOP,alp.cln.enc.age[13-64],measure.HEDIS_MY2020_IET
HEDISMY2021ABX,alp.clm,measure.HEDIS_MY2021_ABX
HEDISMY2021FUH30,alp.cln.enc,measure.HEDIS_MY2021_FUH
"HEDISHPC2018AdultBMIAssessment",Default,"measure.HEDISHPC2018AdultBMIAssessment"
CMS131v9DmEyeExam,Default,"measure.CMS131v9DmEyeExam"
"HEDISPM2019CopdSpirometry",Default,"measure.HEDISPM2019CopdSpirometry"
OHA2021AdolImmIMAHPV,alp.clm.nec,measure.OHA_2021_AdolImm
HEDISMY2020CDC2,alp.clm.inv.nec,measure.HEDIS_MY2020_CDC
HEDISMY2020COUB,age[18-64],measure.HEDIS_MY2020_COU
"HEDISHP2020MentalIllnessEdFollowUp30",Default,"measure.HEDISHP2020MentalIllnessEdFollowUp30"
"HEDISHPC2018AODEngagementOpioid",Default,"measure.HEDISHPC2018AODEngagementOpioid"
"AZMedicaid2019MentalIllnessFollowUp7Day620",Default,"measure.AZMedicaid2019MentalIllnessFollowUp7Day620"
HEDISMY2021FSPPROS,alp,measure.HEDIS_MY2021_FSP
"HEDISHPCNEMY2020DSFA18to64",Default,"measure.HEDISHPCNEMY2020DSFA18to64"
HEDISPMHP2020BCS,Default,measure.HEDISPMHP2020BCS
"IPP2018InfluenzaImmunization65",Default,"measure.IPP2018InfluenzaImmunization65"
HEDISMY2021DSFA,alp.nec.age[12-17],"measure.HEDIS_MY2021_DSFE"
"HEDISHPNE2020TelehealthAdjDSFFollowUp18to44",Default,"measure.HEDISHPNE2020TelehealthAdjDSFFollowUp18to44"
"HEDISPMHPMY2020AAB3monthsto17",Default,"measure.HEDISPMHPMY2020AAB3monthsto17"
"HEDISHPC2019DmardForArthritis",Default,"measure.HEDISHPC2019DmardForArthritis"
CMSCORE2021OUD4,alp.cln,"measure.CMS_CORE_2021_OUD"
"AH2018DiabeteseGFRTesting",Default,"measure.AH2018DiabeteseGFRTesting"
"CMS130v6ColorectalCancerScreening",Default,"measure.CMS130v6ColorectalCancerScreening"
HEDISMY2021ABXmiso,alp.cln.nec,"measure.HEDIS_MY2021_ABXmiso"
HEDISMY2021PPC1,alp.clm.nec.age[0-64],measure.HEDIS_MY2021_PPC
HEDISMY2020URI,"alp.cln.enc.inv.age[65-200]",measure.HEDIS_MY2020_URI
HEDISMY2021IETAOT,alp.clm.age[18-200],measure.HEDIS_MY2021_IET
"HEDISHP2020CDCA1cPoorControlCalendar",Default,"measure.HEDISHP2020CDCA1cPoorControlCalendar"
HEDISMY2020WCCC,alp.cln,measure.HEDIS_MY2020_WCC
"HEDISHPNE2020W15FiveVisits",Default,"measure.HEDISHPNE2020W15FiveVisits"
HEDISMY2020SPDB,alp.cln.nec,measure.HEDIS_MY2020_SPD
AMPMY2020CISROTA,alp.cln.nec,measure.AMPMY2020CISROTA
"HEDISHPCNE2018MetabolicMonAntipsychotics1to5",Default,"measure.HEDISHPCNE2018MetabolicMonAntipsychotics1to5"
HEDISMY2020IADIOPAL,alp.cln.nec,measure.HEDIS_MY2020_IAD
HEDISMY2021COA3,alp.cln.nec,measure.HEDIS_MY2021_COA
HEDISMY2020CDC2,"alp.clm.inv.nec.age[18-64]",measure.HEDIS_MY2020_CDC
"HEDISCERTMY2020URIInverse",Default,"measure.HEDISCERTMY2020URIInverse"
HEDISMY2021PRSTD,alp.cln,"measure.HEDIS_MY2021_PRSE"
"HEDISPMHP2020PsychosocialCare6to11",Default,"measure.HEDISPMHP2020PsychosocialCare6to11"
HEDISMY2020AMBER,alp.nec,measure.HEDIS_MY2020_AMB
HEDISMY2021FUA30,alp.cln.enc,measure.HEDIS_MY2021_FUA
"AZMedicaid2019OpioidUseHighDosage18plusInverse",Default,"measure.AZMedicaid2019OpioidUseHighDosage18plusInverse"
"HEDISHP2018ADHDFollowUpInitiation",Default,"measure.HEDISHP2018ADHDFollowUpInitiation"
HEDISMY2021IETBAL,alp.cln.enc.age[13-17],measure.HEDIS_MY2021_IET
HEDISMY2021IADEDT,alp.clm.nec,measure.HEDIS_MY2021_IAD
HEDISMY2021IETBT,alp.cln.enc.age[18-200],measure.HEDIS_MY2021_IET
HEDISCERTMY2020FUA7,Default,"measure.HEDISCERTMY2020FUA7"
"LBWCHLowBirthWeightNQF1382",Default,"measure.LBWCHLowBirthWeightNQF1382"
HEDISMY2020MPTED,alp.clm.nec,measure.HEDIS_MY2020_MPT
"HEDISPMHP2018MetabolicMonAntipsychoticsAll",Default,"measure.HEDISPMHP2018MetabolicMonAntipsychoticsAll"
HEDISCERTMY2020MPTTEL,Default,"measure.HEDISCERTMY2020MPTTEL"
HEDISMY2021ABXquin,alp.cln.enc,"measure.HEDIS_MY2021_ABXquin"
"HEDISHPNE2020TelehealthAdjPrenatalCare",Default,"measure.HEDISHPNE2020TelehealthAdjPrenatalCare"
"Hedis2017WellChild15MonthsNoInteraction",Default,"measure.Hedis2017WellChild15MonthsNoInteraction"
"HEDISHP2020WCCNutrition12to17",Default,"measure.HEDISHP2020WCCNutrition12to17"
"CMS124v9CervicalCancerScreen",Default,"measure.CMS124v9CervicalCancerScreen"
HEDISHPCMY2020LBP,Default,"measure.HEDISHPCMY2020LBP"
HEDISPMNI2020SPR,Default,measure.HEDISPMNI2020SPR
HEDISMY2021UOPC,alp.clm,measure.HEDIS_MY2021_UOP
HEDISMY2021CISMMR,Default,measure.HEDIS_MY2021_CIS
HEDISMY2020CDC2,alp.clm,measure.HEDIS_MY2020_CDC
ACO2019MH1Age12NoEnc,Default,"measure.ACO2019MH1Age12NoEnc"
HEDISMY2021CISROTA,alp.cln.nec,measure.HEDIS_MY2021_CIS
HEDISMY2021CISCMB6,ine,measure.HEDIS_MY2021_CIS
"HEDISPM2019AsthmaMedRatio",Default,"measure.HEDISPM2019AsthmaMedRatio"
"HEDISPM2020AdolescentImmC1",Default,"measure.HEDISPM2020AdolescentImmC1"
HEDISHPCNEMY2020TRCE,Default,"measure.HEDISHPCNEMY2020TRCE"
HEDISMY2020CDC7,alp.cln,measure.HEDIS_MY2020_CDC
"HEDISPMNI2019HighRiskMedsInElderlyNum2",Default,"measure.HEDISPMNI2019HighRiskMedsInElderlyNum2"
"CCO2018DentalSealant6to9Claims",Default,"measure.CCO2018DentalSealant6to9Claims"
HEDISMY2021CRE3,alp.nec.age[18-64],measure.HEDIS_MY2021_CRE
"HEDISHPNE2020MMA75Percent5to11",Default,"measure.HEDISHPNE2020MMA75Percent5to11"
MH2022OUD,ine,measure.MH_2022_OUD
HEDISMY2020DDE2,alp.clm,measure.HEDIS_MY2020_DDE
HEDISMY2020CBP,alp.cln.age[18-64],measure.HEDIS_MY2020_CBP
"AH2018DiabetesNephropathy",Default,"measure.AH2018DiabetesNephropathy"
HEDISMY2020ABXconcern,Default,measure.HEDIS_MY2020_ABX
"HEDISPMHP2018ChildPrimaryCare7to19",Default,"measure.HEDISPMHP2018ChildPrimaryCare7to19"
"CMS122v6DiabetesHemoglobinA1cNotPoorControl",Default,"measure.CMS122v6DiabetesHemoglobinA1cNotPoorControl"
"HEDISCERTMY2020IETBOP18plus",Default,"measure.HEDISCERTMY2020IETBOP18plus"
HEDISMY2020PBH,alp,measure.HEDIS_MY2020_PBH
HEDISMY2020CISCMB10,Default,measure.HEDIS_MY2020_CIS
"NQF1448DevelopmentalScreening1yoClaims",Default,"measure.NQF1448DevelopmentalScreening1yoClaims"
"HEDISHPCNE2020TelehealthAdjAWC",Default,"measure.HEDISHPCNE2020TelehealthAdjAWC"
HEDISMY2020PND2B,Default,measure.HEDIS_MY2020_PND
HEDISMY2021FUM30,alp.clm.nec,measure.HEDIS_MY2021_FUM
"P4P2016CervicalCancerScreen",Default,"measure.P4P2016CervicalCancerScreen"
"OHA2021ADULTDIABETESORALEVALUATION",alp.nec,"measure.OHA_2021_AdultDiabetesOralEvaluation"
HEDISMY2021DSFA,alp.clm.nec.age[12-17],"measure.HEDIS_MY2021_DSFE"
HEDISPM2020URITotal,Default,"measure.HEDISPM2020URITotal"
HEDISCERTMY2020TRCM,Default,"measure.HEDISCERTMY2020TRCM"
"HEDISPMNI2019PsychosocialCare6to11",Default,"measure.HEDISPMNI2019PsychosocialCare6to11"
HEDISMY2021FSPLUMP,alp.clm,measure.HEDIS_MY2021_FSP
HEDISHPCNEMY2020MPTINP,Default,"measure.HEDISHPCNEMY2020MPTINP"
"HEDISHP2020AAPCommercialTotal",Default,"measure.HEDISHP2020AAPCommercialTotal"
AMPMY2020SPCA,alp.clm,measure.AMPMY2020SPCA
HEDISMY2021MPTTEL,ine,measure.HEDIS_MY2021_MPT
HEDISHPCMY2020WCCA,Default,"measure.HEDISHPCMY2020WCCA"
HEDISPMHPMY2020PDS1,Default,"measure.HEDISPMHPMY2020PDS1"
"HEDISHPC2020TeleHealthAdjCDCA1cNotPoorControl",Default,"measure.HEDISHPC2020TeleHealthAdjCDCA1cNotPoorControl"
HEDISMY2020CRE1,alp,measure.HEDIS_MY2020_CRE
"HEDISPMNI2018ChildhoodImmC10",Default,"measure.HEDISPMNI2018ChildhoodImmC10"
HEDISMY2020FUM30,alp.nec.age[65-200],measure.HEDIS_MY2020_FUM
HEDISHPMY2020AAB18to64,Default,"measure.HEDISHPMY2020AAB18to64"
"HEDISHPCNE2020ChildPrimaryCare12Mto24M",Default,"measure.HEDISHPCNE2020ChildPrimaryCare12Mto24M"
"HEDISPM2019PsychosocialCare",Default,"measure.HEDISPM2019PsychosocialCare"
HEDISPMMY2020SPCB,Default,"measure.HEDISPMMY2020SPCB"
HEDISMY2020FSPTON,alp.clm.nec,measure.HEDIS_MY2020_FSP
"HEDISPMNI2018MedMonitorAceArb",Default,"measure.HEDISPMNI2018MedMonitorAceArb"
HEDISMY2020IETBOT,alp.clm.age[13-64],measure.HEDIS_MY2020_IET
HEDISMY2020IPUMAT,alp,measure.HEDIS_MY2020_IPU
HEDISMY2020CRE1,alp.nec,measure.HEDIS_MY2020_CRE
HEDISMY2021DRRB,age[12-64],"measure.HEDIS_MY2021_DRRE"
HEDISMY2021IETAAL,alp.clm.age[13-64],measure.HEDIS_MY2021_IET
"HEDISHPNE2019BetaBlockerPostAMI",Default,"measure.HEDISHPNE2019BetaBlockerPostAMI"
HEDISHPNE2020PNDFollowUp,Default,"measure.HEDISHPNE2020PNDFollowUp"
HEDISPMMY2020DMS3,Default,"measure.HEDISPMMY2020DMS3"
